Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:cs:a0:de:07,00:1a:cs:a0:de:08,00:1a:cs:a0:de:13,00:1a:cs:a0:de:29,00:1a:cs:a0:de:34,00:1a:cs:a0:de:36,00:1a:cs:a0:de:39,00:1a:cs:a0:de:40,00:1a:cs:a0:de:48,00:1a:cs:a0:de:55,00:1a:cs:a0:de:56,00:1a:cs:a0:de:57,00:1a:cs:a0:de:58,00:1a:cs:a0:de:59,00:1a:cs:a0:de:61,00:1a:cs:a0:de:63,00:1a:cs:a0:de:64,00:1a:cs:a0:de:65,00:1a:cs:a0:de:66,00:1a:cs:a0:de:67,00:1a:cs:a0:de:69,00:1a:cs:a0:de:70,00:1a:cs:a0:de:71,00:1a:cs:a0:de:73,00:1a:cs:a0:de:74,00:1a:cs:a0:de:75,00:1a:cs:a0:de:76,00:1a:cs:a0:de:78,00:1a:cs:a0:de:79,00:1a:cs:a0:de:82,00:1a:cs:a0:de:83,00:1a:cs:a0:de:85,00:1a:cs:a0:de:86,00:1a:cs:a0:de:87,00:1a:cs:a0:de:88,00:1a:cs:a0:de:89,00:1a:cs:a0:de:90,00:1a:cs:a0:de:92,00:1a:cs:a0:de:93,00:1a:cs:a0:de:95,00:1a:cs:a0:de:96,00:1a:cs:a0:de:97,00:1a:cs:a0:de:99,00:1a:cs:a0:df:02,00:1a:cs:a0:df:03,00:1a:cs:a0:df:04,00:1a:cs:a0:df:05,00:1a:cs:a0:df:06,00:1a:cs:a0:df:08,00:1a:cs:a0:df:09,00:1a:cs:a0:df:10,00:1a:cs:a0:df:11,00:1a:cs:a0:df:12,00:1a:cs:a0:df:13,00:1a:cs:a0:df:14,00:1a:cs:a0:df:15,00:1a:cs:a0:df:17,00:1a:cs:a0:df:18,00:1a:cs:a0:df:21,00:1a:cs:a0:df:22,00:1a:cs:a0:df:24,00:1a:cs:a0:df:25,00:1a:cs:a0:df:26,00:1a:cs:a0:df:27,00:1a:cs:a0:df:28,00:1a:cs:a0:df:29,00:1a:cs:a0:df:31,00:1a:cs:a0:df:32,00:1a:cs:a0:df:34,00:1a:cs:a0:df:35,00:1a:cs:a0:df:36,00:1a:cs:a0:df:37,00:1a:cs:a0:de:01,00:1a:cs:a0:de:05,00:1a:cs:a0:de:09,00:1a:cs:a0:de:11,00:1a:cs:a0:de:25,00:1a:cs:a0:de:30,00:1a:cs:a0:de:32,00:1a:cs:a0:de:33,00:1a:cs:a0:de:37,00:1a:cs:a0:de:44,00:1a:cs:a0:de:47,00:1a:cs:a0:de:62,00:1a:cs:a0:de:84,00:1a:cs:a0:de:91,00:1a:cs:a0:de:94,00:1a:cs:a0:df:01,00:1a:cs:a0:df:23,00:1a:cs:a0:df:30,00:1a:cs:a0:df:33,00:1a:cs:a0:de:23,00:1a:cs:a0:de:24,00:1a:cs:a0:de:43,00:1a:cs:a0:de:54,00:1a:cs:a0:de:68,00:1a:cs:a0:df:07,00:1a:cs:a0:de:28,00:1a:cs:a0:de:31,00:1a:cs:a0:de:60,00:1a:cs:a0:de:02,00:1a:cs:a0:de:51,00:1a:cs:a0:de:49,00:1a:cs:a0:de:27,00:1a:cs:a0:de:42,00:1a:cs:a0:de:50,00:1a:cs:a0:de:46,44:1e:98:03:8c:7c,44:1e:98:43:8c:7c,00:1a:cs:a0:de:15,00:1a:cs:a0:de:14,90:9f:33:a4:06:5e,00:1a:cs:a0:de:10,00:1a:cs:a0:de:45,00:1a:cs:a0:de:72,9c:d6:43:c8:11:b6,f0:b0:52:29:88:9c,f0:b0:52:69:88:9c,f0:b0:52:2a:1f:ac,00:1a:cs:a0:de:12,00:1a:cs:a0:de:06,00:1a:cs:a0:de:26,90:9f:33:3d:46:6c,88:36:6c:da:57:98,00:1a:cs:a0:de:80,00:1a:cs:a0:de:04,00:1a:cs:a0:de:16,00:1a:cs:a0:de:19,00:1a:cs:a0:df:19,00:1a:cs:a0:de:81,00:1a:cs:a0:de:98,00:1a:cs:a0:df:20,00:1a:cs:a0:de:18,00:1a:cs:a0:de:77,00:1a:cs:a0:df:16,00:1a:cs:a0:de:17,00:1a:cs:a0:de:20,00:1a:cs:a0:de:41,00:1a:cs:a0:de:35
2021.02.11 151238,78.0,21.0,8.514106970535714,-37.36178516964286,-28.591071008928573,-0.1866679243214286,0.25490475701785714,10.003600816964283,0.005788297365267857,0.0007089527503571427,-0.0038638535375892856,-0.025517553806171846,0.018689066809783512,-2.9275723014559065,1017.3662926785715,-100.0,-100.0,-80.0,-80.0,-100.0,-85.0,-86.0,-100.0,-100.0,-100.0,-49.0,-55.0,-59.0,-66.0,-100.0,-67.0,-80.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-75.0,-52.0,-67.0,-100.0,-55.0,-68.0,-53.0,-78.0,-100.0,-89.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-59.0,-100.0,-68.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-75.0,-53.0,-67.0,-70.0,-53.0,-68.0,-52.0,-78.0,-100.0,-88.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-57.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-67.0,-77.0,-74.0,-75.0,-67.0,-74.0,-73.0,-74.0,-89.0,-86.0,-86.0,-86.0,-85.0,-100.0,-100.0
2021.02.11 151250,78.0,20.0,9.367894616666666,-33.684736421052634,-30.318420631578945,-0.16037440712280704,0.10782637619473685,10.01392825877193,0.0020662676985964915,-0.005909328124561403,-0.006342431737105263,-0.010775760649525122,0.016010010483258015,-2.8821647292689274,1017.365289385965,-100.0,-100.0,-82.0,-79.0,-89.0,-74.0,-79.0,-100.0,-100.0,-100.0,-46.0,-52.0,-61.0,-70.0,-100.0,-78.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-61.0,-76.0,-46.0,-49.0,-70.0,-60.0,-79.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-78.0,-76.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-65.0,-73.0,-61.0,-77.0,-60.0,-59.0,-71.0,-60.0,-79.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-77.0,-77.0,-77.0,-66.0,-75.0,-73.0,-75.0,-87.0,-88.0,-87.0,-85.0,-100.0,-100.0,-100.0
2021.02.11 151302,78.0,19.0,9.253157684210525,-30.13842054385965,-33.607367903508774,-0.19549043691228074,0.17904555059649122,10.006346539473686,0.0013053654379824558,-0.0013867817729824557,0.002868773429385964,-0.017894394515008683,0.01953863812109611,-2.8594544833166555,1017.359027631579,-100.0,-100.0,-75.0,-83.0,-79.0,-67.0,-84.0,-83.0,-100.0,-100.0,-54.0,-53.0,-58.0,-68.0,-100.0,-75.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-65.0,-75.0,-60.0,-63.0,-75.0,-57.0,-74.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-58.0,-100.0,-75.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-74.0,-66.0,-75.0,-61.0,-63.0,-76.0,-56.0,-74.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-58.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-69.0,-69.0,-64.0,-68.0,-69.0,-68.0,-79.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151313,78.0,18.0,8.1757893122807,-30.28368381578948,-37.377894210526314,-0.2639792985614035,0.04637332251403509,10.016427627192986,0.0022109464470175446,-0.0017082900001754394,0.002123946170175438,-0.004645017086116684,0.02634081883323293,-2.908709685007731,1017.3546350000001,-100.0,-100.0,-88.0,-78.0,-85.0,-79.0,-86.0,-85.0,-100.0,-100.0,-49.0,-58.0,-64.0,-70.0,-100.0,-77.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-60.0,-82.0,-63.0,-64.0,-77.0,-58.0,-84.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-77.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-71.0,-60.0,-82.0,-64.0,-64.0,-77.0,-58.0,-84.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-78.0,-79.0,-77.0,-60.0,-75.0,-77.0,-75.0,-84.0,-81.0,-82.0,-85.0,-86.0,-91.0,-100.0
2021.02.11 151324,78.0,17.0,8.81142840982143,-30.980356669642855,-35.17392813392858,-0.2536434872,-0.051968590219642855,10.014567455357142,0.0006832090899107146,-0.005416062063928572,0.0005649193971428577,0.005164353400291264,0.025312920782588226,-2.8937489794833318,1017.3488729464287,-100.0,-100.0,-100.0,-83.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-53.0,-55.0,-65.0,-78.0,-100.0,-76.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-71.0,-84.0,-62.0,-56.0,-72.0,-59.0,-86.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-54.0,-100.0,-76.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-67.0,-71.0,-83.0,-62.0,-58.0,-71.0,-59.0,-85.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-55.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-72.0,-69.0,-68.0,-63.0,-66.0,-69.0,-66.0,-85.0,-82.0,-82.0,-85.0,-86.0,-100.0,-100.0
2021.02.11 151335,78.0,16.0,9.834106857142856,-28.746428107142858,-35.55214244642857,-0.15325496514107143,-0.05724882049464286,10.00875277232143,0.0035193694141071423,-0.0023944609060714294,-0.0004113741622321425,0.005698830958795249,0.015325429269328802,-2.8323368579149246,1017.3437089285716,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-87.0,-100.0,-100.0,-100.0,-55.0,-56.0,-69.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-73.0,-78.0,-63.0,-63.0,-78.0,-68.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-60.0,-74.0,-78.0,-63.0,-69.0,-78.0,-68.0,-84.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-76.0,-75.0,-74.0,-65.0,-58.0,-63.0,-58.0,-81.0,-77.0,-77.0,-80.0,-80.0,-100.0,-100.0
2021.02.11 151348,78.0,15.0,9.184033442857142,-28.741512218487394,-37.9472264537815,-0.12142393617815123,-0.0032996726588235283,10.018571247899162,0.005161390426386554,-0.00018103666453781527,-0.004887630515966388,0.0003801469592385429,0.012087650163897989,-2.847948549174461,1017.3417127731094,-100.0,-100.0,-87.0,-83.0,-100.0,-81.0,-85.0,-100.0,-100.0,-100.0,-50.0,-59.0,-71.0,-78.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-75.0,-100.0,-63.0,-68.0,-79.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-60.0,-75.0,-100.0,-62.0,-69.0,-78.0,-70.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-69.0,-70.0,-62.0,-58.0,-65.0,-58.0,-81.0,-81.0,-81.0,-85.0,-85.0,-100.0,-100.0
2021.02.11 151406,78.0,14.0,7.268643927118644,-28.990169093220338,-38.80474527966102,-0.09526373051186439,0.16063960685254233,10.013181898305085,0.0003846172090677978,0.0024104640430508474,-0.00018655194762711854,-0.01607195108209093,0.009486381721152633,-2.904003969693588,1017.3251994067797,-100.0,-100.0,-88.0,-82.0,-100.0,-85.0,-89.0,-100.0,-100.0,-100.0,-55.0,-60.0,-70.0,-74.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-80.0,-86.0,-58.0,-62.0,-81.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-61.0,-100.0,-86.0,-57.0,-62.0,-81.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-56.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-96.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-80.0,-76.0,-76.0,-57.0,-61.0,-66.0,-61.0,-78.0,-74.0,-74.0,-81.0,-82.0,-100.0,-100.0
2021.02.11 151423,78.0,13.0,5.487966020338982,-29.559660627118642,-39.160677279661016,-0.15771778004237288,0.1690195690559322,10.007378745762711,0.002103322942711865,0.001183556535254237,-0.0009889597033898303,-0.016884135883459304,0.0157615263666168,-2.9757609003681247,1017.3192950000001,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-89.0,-100.0,-100.0,-100.0,-55.0,-62.0,-75.0,-77.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-74.0,-100.0,-54.0,-64.0,-75.0,-74.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-61.0,-75.0,-100.0,-53.0,-63.0,-76.0,-74.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-67.0,-79.0,-80.0,-58.0,-64.0,-66.0,-64.0,-76.0,-78.0,-78.0,-82.0,-83.0,-100.0,-100.0
2021.02.11 151439,78.0,12.0,4.851504344247787,-32.57840653982301,-37.767610300884954,-0.24902576922123892,0.23940629261592922,9.996245601769912,0.005905585538938053,-0.003794440713451327,-0.0013056622956637164,-0.023938900454225295,0.024913921188851523,-3.020512793971374,1017.3096467256637,-100.0,-100.0,-100.0,-85.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-61.0,-63.0,-72.0,-80.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-76.0,-100.0,-55.0,-66.0,-80.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-44.0,-53.0,-77.0,-100.0,-55.0,-67.0,-81.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-69.0,-71.0,-71.0,-57.0,-58.0,-67.0,-58.0,-76.0,-70.0,-70.0,-79.0,-79.0,-100.0,-100.0
2021.02.11 151503,78.0,11.0,4.160999935833334,-32.643499625000004,-36.698499408333326,-0.27899287325,0.3505816893,9.999908179166669,0.0041469605009166665,0.002228843554166667,-0.0007546221861666668,-0.0350130258845941,0.02792860565047396,-3.042839968204498,1017.293086,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-65.0,-75.0,-78.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-84.0,-100.0,-55.0,-63.0,-78.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-100.0,-51.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-46.0,-82.0,-100.0,-55.0,-69.0,-78.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-67.0,-69.0,-46.0,-50.0,-61.0,-50.0,-75.0,-76.0,-77.0,-81.0,-80.0,-100.0,-100.0
2021.02.11 151517,79.0,11.0,25.066725336283188,2.342123850619469,-35.08672523893806,-0.05682694685486726,0.33034635749380525,10.001839309734512,0.003126959967964602,-0.00036710834407079664,-0.00011636719778761061,-0.03302236057705122,0.005711745125379603,-1.4297414385111986,1017.283252035398,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-88.0,-100.0,-61.0,-61.0,-78.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-42.0,-79.0,-100.0,-57.0,-73.0,-73.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-42.0,-79.0,-100.0,-57.0,-73.0,-74.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-66.0,-73.0,-72.0,-48.0,-52.0,-65.0,-52.0,-75.0,-75.0,-75.0,-77.0,-77.0,-100.0,-100.0
2021.02.11 151529,80.0,11.0,25.958035366071424,2.102142830625,-33.636963928571426,-0.11740497558392858,0.14354960163392858,10.00706397767857,0.0012122622414285713,-0.002541723155535715,-0.0007004442714285711,-0.014326430649296997,0.011758364901262556,-1.4684758920754706,1017.2827100892856,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-65.0,-68.0,-72.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-77.0,-100.0,-61.0,-59.0,-70.0,-71.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-84.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-61.0,-77.0,-100.0,-61.0,-59.0,-70.0,-71.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-43.0,-67.0,-74.0,-74.0,-44.0,-44.0,-72.0,-44.0,-71.0,-74.0,-73.0,-83.0,-83.0,-100.0,-100.0
2021.02.11 151540,81.0,11.0,24.962033567796613,0.17949152271186444,-32.26169443220339,-0.0898461766474576,0.1725906897338983,10.009752771186442,0.00837763365118644,0.0007435265393220336,-0.0023867022678813556,-0.017241368017463232,0.00897519125936598,-1.5397649801383584,1017.2784553389832,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-68.0,-76.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-87.0,-100.0,-60.0,-62.0,-78.0,-79.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-59.0,-100.0,-100.0,-60.0,-68.0,-78.0,-78.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-42.0,-73.0,-73.0,-75.0,-43.0,-50.0,-71.0,-50.0,-65.0,-79.0,-80.0,-83.0,-83.0,-100.0,-90.0
