Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,32:24:a9:c6:2d:75,70:5d:cc:e8:73:1c,70:5d:cc:e8:73:1e,86:25:19:b5:ef:50,88:36:6c:4b:14:1c,ea:d8:d1:b4:cf:21,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:k9,88:36:6c:51:f3:22,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,70:5d:cc:b6:d1:c8,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:l1,72:5d:cc:c6:d1:c8,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:m9,00:1a:ac:a0:de:f2,70:5d:cc:05:03:10,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:l7,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:n5,70:5d:cc:b1:75:50,90:9f:33:a4:06:5c,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:b1,70:5d:cc:ea:72:5c,00:1a:ac:a0:de:k2,72:5d:cc:4b:31:60,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:k3,00:1b:ad:a1:df:a8,28:b3:71:0f:d8:ec,28:b3:71:0f:d8:ed,28:b3:71:4f:d8:ec,28:b3:71:8f:d8:ec,28:b3:71:cf:d8:ec,00:1a:ac:a0:de:h5,28:b3:71:0f:d8:e9,28:b3:71:4f:d8:e8,28:b3:71:8f:d8:e8,28:b3:71:cf:d8:e8,00:1a:ac:a0:de:j8,28:b3:71:0f:d8:e8,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,70:5d:cc:ea:72:5e,70:5d:cc:1b:31:60,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:e1,00:1a:ac:a0:de:e4,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:j3
2021.05.22 152707,42.0,24.0,25.217020971631204,9.182553003546102,-31.723403787234037,-0.24554052224397163,0.5747278370425531,9.96867355319149,0.004570056300709219,-0.002149617400496453,0.004879660990070922,-0.057610358768770194,0.02463045186100603,-1.1453472299778715,1000.5675095744681,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-68.0,-76.0,-100.0,-100.0,-67.0,-74.0,-83.0,-100.0,-75.0,-82.0,-100.0,-55.0,-63.0,-100.0,-79.0,-60.0,-66.0,-56.0,-64.0,-78.0,-100.0,-68.0,-76.0,-100.0,-100.0,-73.0,-84.0,-100.0,-75.0,-83.0,-100.0,-55.0,-63.0,-100.0,-79.0,-60.0,-66.0,-55.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-77.0,-100.0,-59.0,-100.0,-58.0,-100.0,-81.0,-100.0,-100.0,-100.0,-70.0,-83.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-87.0,-86.0,-86.0,-88.0,-100.0,-86.0,-100.0,-78.0,-89.0,-100.0,-75.0,-100.0,-74.0,-100.0,-86.0,-80.0,-81.0,-90.0,-84.0,-100.0,-100.0,-87.0,-89.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152719,43.0,24.0,27.385839036496353,7.913868442335767,-31.48992665693431,-0.30314664757664234,0.4550345475839416,9.96444752189781,0.0009728230208029216,-0.0031411628203649633,0.004623259955474452,-0.04566819686782508,0.03040129247199685,-1.2285344574573267,1000.566900218978,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-62.0,-75.0,-100.0,-100.0,-66.0,-71.0,-86.0,-90.0,-72.0,-100.0,-100.0,-52.0,-58.0,-75.0,-75.0,-62.0,-65.0,-52.0,-59.0,-100.0,-100.0,-63.0,-75.0,-100.0,-62.0,-71.0,-100.0,-100.0,-72.0,-100.0,-100.0,-51.0,-58.0,-71.0,-75.0,-61.0,-65.0,-51.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-58.0,-100.0,-58.0,-100.0,-77.0,-100.0,-100.0,-100.0,-64.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-78.0,-100.0,-100.0,-100.0,-100.0,-60.0,-70.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-85.0,-83.0,-85.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-86.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152731,44.0,24.0,26.825915091549295,7.363098439436619,-30.67183061971831,-0.28726239373380286,0.6095115486197183,9.95824415140845,-0.001214064541218309,-0.0063532137845774645,0.007204286652464789,-0.061116281201616926,0.028835748077589898,-1.2257814936234916,1000.5787561267605,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-61.0,-77.0,-100.0,-100.0,-66.0,-75.0,-100.0,-91.0,-72.0,-100.0,-100.0,-46.0,-46.0,-72.0,-77.0,-61.0,-66.0,-54.0,-54.0,-77.0,-100.0,-62.0,-77.0,-100.0,-66.0,-75.0,-100.0,-100.0,-72.0,-100.0,-100.0,-47.0,-46.0,-71.0,-77.0,-62.0,-67.0,-54.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-59.0,-100.0,-62.0,-100.0,-77.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-84.0,-84.0,-87.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-73.0,-84.0,-100.0,-100.0,-100.0,-100.0,-77.0,-77.0,-90.0,-100.0,-100.0,-100.0,-100.0,-86.0,-86.0,-88.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152743,45.0,24.0,26.066029080882352,8.515146875735294,-30.566911330882355,-0.2100800104617647,0.5842558700735294,9.958123459558823,0.0004952321459338231,-0.0012702404664705885,0.002854465263602941,-0.05868249034563841,0.021098152809024762,-1.1842272492016064,1000.5809009558824,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-71.0,-80.0,-100.0,-100.0,-66.0,-71.0,-100.0,-100.0,-72.0,-81.0,-100.0,-46.0,-48.0,-67.0,-75.0,-66.0,-68.0,-55.0,-61.0,-68.0,-100.0,-71.0,-81.0,-100.0,-65.0,-71.0,-100.0,-100.0,-72.0,-81.0,-100.0,-45.0,-48.0,-66.0,-75.0,-73.0,-68.0,-56.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-77.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-58.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-85.0,-80.0,-80.0,-83.0,-100.0,-89.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152754,46.0,24.0,27.229218359375,10.298905984374999,-30.4195308359375,-0.3158198105078125,0.5113647262734375,9.960912699218749,-0.0032028047891328125,-0.0037911823446875005,0.004355240082421875,-0.051294809314640546,0.03177476456767177,-1.144937191158533,1000.5966703125001,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-69.0,-81.0,-100.0,-100.0,-63.0,-72.0,-100.0,-100.0,-72.0,-100.0,-100.0,-38.0,-46.0,-100.0,-74.0,-62.0,-70.0,-58.0,-53.0,-69.0,-100.0,-69.0,-81.0,-100.0,-65.0,-72.0,-100.0,-100.0,-72.0,-100.0,-100.0,-39.0,-46.0,-100.0,-74.0,-60.0,-71.0,-58.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-61.0,-100.0,-71.0,-100.0,-74.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-66.0,-75.0,-86.0,-79.0,-100.0,-100.0,-79.0,-81.0,-82.0,-84.0,-100.0,-90.0,-89.0,-79.0,-87.0,-88.0,-88.0,-88.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152804,47.0,24.0,28.480444029629627,12.164888629629631,-29.955999503703705,-0.2693293120711111,0.47018236817777775,9.96451065925926,-0.000849170240392593,-0.003362586674740741,0.003892071515925926,-0.04712926063652112,0.02707771386911071,-1.1135069299627234,1000.6039133333334,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-84.0,-100.0,-100.0,-63.0,-74.0,-100.0,-100.0,-66.0,-84.0,-100.0,-38.0,-51.0,-73.0,-73.0,-71.0,-68.0,-54.0,-56.0,-100.0,-100.0,-100.0,-84.0,-100.0,-63.0,-74.0,-100.0,-100.0,-67.0,-84.0,-100.0,-37.0,-51.0,-71.0,-72.0,-72.0,-68.0,-55.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-58.0,-100.0,-70.0,-100.0,-67.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-59.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-77.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-66.0,-88.0,-77.0,-100.0,-100.0,-100.0,-79.0,-79.0,-80.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-89.0,-89.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152816,48.0,24.0,29.624753811475408,9.878360468032788,-27.66737662295082,-0.46776672286885246,0.7104716111475409,9.950645397540981,0.0004524506942377043,-0.0021497951276229508,0.007702950268032786,-0.07121679803631342,0.04698885755888258,-1.1712266636676476,1000.6025931147541,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-78.0,-84.0,-100.0,-100.0,-70.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-42.0,-46.0,-68.0,-72.0,-64.0,-71.0,-51.0,-56.0,-65.0,-100.0,-80.0,-85.0,-100.0,-70.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-42.0,-46.0,-71.0,-72.0,-60.0,-71.0,-52.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-67.0,-100.0,-68.0,-100.0,-70.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-74.0,-85.0,-100.0,-100.0,-100.0,-100.0,-59.0,-61.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-82.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-73.0,-100.0,-80.0,-100.0,-89.0,-100.0,-70.0,-70.0,-83.0,-100.0,-100.0,-100.0,-100.0,-83.0,-83.0,-100.0,-100.0,-89.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-91.0,-100.0,-90.0,-89.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152833,49.0,24.0,30.3792854,7.471285600714285,-26.24099962142857,-0.3223891015857143,0.6811882870714285,9.957925678571428,-0.0028931447893071425,-0.0034055735364285702,0.0018891443110714294,-0.06830089626767269,0.03225889767880564,-1.264876821211406,1000.5971982142856,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-83.0,-100.0,-100.0,-61.0,-73.0,-100.0,-100.0,-78.0,-73.0,-100.0,-40.0,-46.0,-100.0,-73.0,-64.0,-69.0,-50.0,-57.0,-65.0,-100.0,-100.0,-85.0,-100.0,-58.0,-73.0,-100.0,-100.0,-77.0,-86.0,-100.0,-40.0,-46.0,-72.0,-73.0,-64.0,-69.0,-51.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-54.0,-100.0,-66.0,-100.0,-69.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-63.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-78.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-64.0,-64.0,-85.0,-100.0,-100.0,-100.0,-100.0,-78.0,-78.0,-82.0,-100.0,-100.0,-85.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152844,50.0,24.0,30.601303891304347,6.8817390318840586,-25.75913011594203,-0.28908265778260867,0.5841510041304349,9.963306173913043,-0.000530753221398551,-0.003338289941304348,0.005751127985869565,-0.05853673624063744,0.028993099018457747,-1.2947201314179793,1000.583226594203,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-70.0,-100.0,-100.0,-49.0,-51.0,-100.0,-76.0,-60.0,-67.0,-48.0,-52.0,-71.0,-100.0,-100.0,-88.0,-100.0,-70.0,-75.0,-100.0,-100.0,-70.0,-100.0,-100.0,-49.0,-51.0,-100.0,-75.0,-62.0,-67.0,-47.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-57.0,-100.0,-65.0,-100.0,-73.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-64.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-76.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-77.0,-75.0,-75.0,-100.0,-100.0,-100.0,-88.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152855,51.0,24.0,29.599999524822692,8.543829626950354,-25.33872305673759,-0.23679547602269502,0.5865294039716312,9.969335843971631,-0.0044239596759078,-0.005606854623758865,0.00375324284929078,-0.0587506558587576,0.023748846394579543,-1.2362142843557589,1000.5903707801417,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-74.0,-100.0,-100.0,-73.0,-100.0,-100.0,-50.0,-49.0,-72.0,-70.0,-65.0,-67.0,-43.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-74.0,-88.0,-100.0,-73.0,-100.0,-100.0,-50.0,-49.0,-69.0,-70.0,-65.0,-68.0,-44.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-61.0,-100.0,-61.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-80.0,-81.0,-82.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152907,52.0,24.0,29.259402582089553,8.146567003731343,-23.46044747014925,-0.3878725182835821,0.46624035276567166,9.96375673880597,0.0027371048354477615,-0.005381312404477612,0.006932755039179106,-0.046758973498397756,0.038940848212744725,-1.253463786929401,1000.5857935820897,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-67.0,-89.0,-100.0,-100.0,-69.0,-75.0,-100.0,-100.0,-72.0,-82.0,-100.0,-55.0,-58.0,-100.0,-70.0,-69.0,-70.0,-45.0,-50.0,-60.0,-100.0,-70.0,-89.0,-100.0,-60.0,-74.0,-100.0,-100.0,-72.0,-81.0,-100.0,-54.0,-58.0,-100.0,-70.0,-70.0,-70.0,-45.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-71.0,-90.0,-100.0,-100.0,-100.0,-100.0,-59.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-74.0,-82.0,-100.0,-100.0,-81.0,-73.0,-86.0,-86.0,-88.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
