Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:m1,00:1a:ac:a0:de:n1,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:g4,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:h3,00:1a:ab:a0:de:a4,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:x8,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:d5,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ab:a0:de:a2,00:1a:ac:a0:de:i9,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:m9,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:f2,70:5d:cc:05:03:10,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:r7,90:9f:33:a4:06:5c,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:m8,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:k5,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:f4,00:1a:ac:a0:de:l3,00:1a:ac:a0:de:c9,00:1a:ac:a0:de:d1,00:1a:ac:a0:de:e2,00:1a:ac:a0:de:e5,00:1a:ac:a0:de:j4,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:h5,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:q1,00:1a:ac:a0:de:q9,00:1a:ac:a0:de:s9,00:1a:ac:a0:de:u7,00:1a:ac:a0:de:v6,00:1a:ac:a0:de:x6,00:1a:ab:a0:de:a6,00:1a:ac:a0:de:d8,00:1a:ac:a0:de:e1,00:1a:ac:a0:de:j3,00:1a:ac:a0:de:l6
2021.02.06 173639,11.0,24.0,25.842856875000003,-7.161428469642857,-37.324821008928566,-0.17604333078214282,1.0271866475892857,9.945710665178572,0.0022699752518750005,-0.0024049764294642854,-0.0022184881468750007,-0.10292278416454789,0.017727117513069407,-1.697700671851635,1007.4887414285714,-100.0,-100.0,-68.0,-49.0,-66.0,-76.0,-67.0,-100.0,-76.0,-100.0,-64.0,-87.0,-65.0,-75.0,-68.0,-76.0,-82.0,-88.0,-77.0,-71.0,-86.0,-70.0,-100.0,-45.0,-54.0,-54.0,-70.0,-71.0,-77.0,-69.0,-73.0,-100.0,-88.0,-48.0,-55.0,-66.0,-62.0,-62.0,-78.0,-80.0,-73.0,-70.0,-88.0,-70.0,-100.0,-47.0,-54.0,-54.0,-70.0,-69.0,-77.0,-69.0,-74.0,-100.0,-88.0,-47.0,-55.0,-67.0,-62.0,-62.0,-78.0,-69.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-78.0,-100.0,-73.0,-86.0,-100.0,-80.0,-100.0,-100.0,-73.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-93.0,-89.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 173649,12.0,24.0,26.70477842477876,-8.0792918539823,-38.336813575221235,-0.2541745179646018,0.8282283869911506,9.971921415929202,0.002586219563982301,-3.246767118584069e-05,-0.0038853353684601766,-0.0828697885164117,0.025506717573224928,-1.755845306193934,1007.487332920354,-100.0,-86.0,-68.0,-55.0,-68.0,-77.0,-66.0,-100.0,-75.0,-79.0,-61.0,-83.0,-62.0,-100.0,-64.0,-80.0,-80.0,-90.0,-73.0,-70.0,-86.0,-67.0,-86.0,-46.0,-55.0,-57.0,-74.0,-69.0,-78.0,-69.0,-77.0,-100.0,-88.0,-53.0,-58.0,-63.0,-59.0,-62.0,-75.0,-78.0,-74.0,-72.0,-86.0,-67.0,-87.0,-45.0,-55.0,-58.0,-73.0,-72.0,-79.0,-68.0,-77.0,-84.0,-87.0,-53.0,-58.0,-64.0,-59.0,-64.0,-75.0,-82.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-87.0,-86.0,-100.0,-76.0,-74.0,-74.0,-88.0,-100.0,-81.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-91.0,-87.0,-88.0,-91.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 173700,13.0,24.0,27.12521700869565,-7.745217251304349,-37.88452109565219,-0.2939961265217391,0.7942330006086957,9.970634726086956,-0.0026408498676521747,-0.0006806101976695657,-0.00561286887653913,-0.07951374637043991,0.029510518139147193,-1.746595631475034,1007.4904902608697,-100.0,-88.0,-73.0,-55.0,-69.0,-74.0,-66.0,-100.0,-78.0,-86.0,-63.0,-80.0,-63.0,-100.0,-65.0,-80.0,-79.0,-88.0,-80.0,-62.0,-82.0,-70.0,-86.0,-48.0,-46.0,-59.0,-66.0,-69.0,-73.0,-100.0,-80.0,-77.0,-84.0,-53.0,-58.0,-58.0,-62.0,-59.0,-78.0,-80.0,-68.0,-65.0,-82.0,-73.0,-85.0,-49.0,-46.0,-60.0,-67.0,-69.0,-73.0,-67.0,-81.0,-77.0,-84.0,-56.0,-58.0,-58.0,-62.0,-55.0,-78.0,-78.0,-100.0,-72.0,-100.0,-100.0,-86.0,-89.0,-82.0,-100.0,-100.0,-75.0,-66.0,-67.0,-100.0,-100.0,-71.0,-100.0,-72.0,-71.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-89.0,-89.0,-100.0,-83.0,-93.0,-86.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 173711,14.0,24.0,28.408672247787614,-5.483362731858407,-35.394159008849556,-0.36005231646017694,0.6049887475221238,9.983998902654868,-0.002333137928938052,-0.0031624761415929206,-0.004128600430513273,-0.0605532029660138,0.03608350418672884,-1.6902031117835932,1007.4936064601769,-88.0,-82.0,-78.0,-50.0,-66.0,-70.0,-61.0,-86.0,-78.0,-86.0,-63.0,-78.0,-61.0,-76.0,-68.0,-79.0,-100.0,-88.0,-83.0,-71.0,-86.0,-68.0,-88.0,-42.0,-51.0,-54.0,-65.0,-70.0,-74.0,-73.0,-80.0,-78.0,-87.0,-50.0,-64.0,-60.0,-64.0,-57.0,-78.0,-82.0,-63.0,-69.0,-87.0,-71.0,-87.0,-42.0,-51.0,-58.0,-66.0,-69.0,-74.0,-74.0,-80.0,-76.0,-87.0,-52.0,-64.0,-59.0,-64.0,-58.0,-78.0,-80.0,-100.0,-73.0,-77.0,-100.0,-88.0,-100.0,-100.0,-85.0,-100.0,-78.0,-71.0,-63.0,-86.0,-88.0,-71.0,-94.0,-71.0,-72.0,-91.0,-87.0,-100.0,-89.0,-86.0,-89.0,-85.0,-100.0,-100.0,-100.0,-89.0,-91.0,-100.0,-80.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 173721,15.0,24.0,28.47160678571429,-5.386071360714285,-32.75571382142858,-0.4116870040178572,0.695600961875,9.96884105357143,-0.0008279842579464287,-0.0003760312524642854,-0.004231070908267858,-0.06963425422353399,0.04128570151182685,-1.6804531940392085,1007.4917861607145,-88.0,-86.0,-100.0,-59.0,-65.0,-73.0,-61.0,-86.0,-77.0,-100.0,-65.0,-100.0,-56.0,-81.0,-70.0,-82.0,-71.0,-92.0,-77.0,-69.0,-83.0,-72.0,-87.0,-42.0,-45.0,-51.0,-66.0,-66.0,-73.0,-62.0,-79.0,-74.0,-86.0,-56.0,-66.0,-57.0,-63.0,-60.0,-81.0,-76.0,-66.0,-68.0,-82.0,-70.0,-87.0,-41.0,-45.0,-50.0,-67.0,-67.0,-73.0,-100.0,-79.0,-74.0,-87.0,-55.0,-66.0,-57.0,-64.0,-59.0,-81.0,-86.0,-100.0,-67.0,-75.0,-100.0,-85.0,-100.0,-79.0,-87.0,-100.0,-68.0,-60.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-90.0,-85.0,-91.0,-87.0,-87.0,-87.0,-100.0,-100.0,-85.0,-100.0,-88.0,-91.0,-97.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 173731,16.0,24.0,27.043783306306313,-5.848108014414413,-30.40216172072072,-0.4480097991891892,0.7024931682882883,9.98669276576577,-0.0025041290746846846,-0.0006762552390270269,-0.0028605058263423424,-0.07019962665733986,0.04484861002614097,-1.7100064357121785,1007.4983654054054,-87.0,-83.0,-100.0,-53.0,-68.0,-62.0,-57.0,-82.0,-80.0,-100.0,-69.0,-72.0,-57.0,-100.0,-77.0,-100.0,-83.0,-100.0,-100.0,-65.0,-84.0,-74.0,-100.0,-43.0,-49.0,-54.0,-60.0,-64.0,-72.0,-64.0,-85.0,-80.0,-83.0,-57.0,-64.0,-55.0,-54.0,-61.0,-76.0,-100.0,-65.0,-69.0,-87.0,-75.0,-100.0,-43.0,-49.0,-54.0,-60.0,-65.0,-72.0,-66.0,-85.0,-100.0,-84.0,-59.0,-64.0,-55.0,-55.0,-61.0,-76.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-65.0,-100.0,-65.0,-82.0,-100.0,-77.0,-100.0,-72.0,-67.0,-90.0,-100.0,-100.0,-100.0,-100.0,-82.0,-83.0,-100.0,-100.0,-90.0,-85.0,-86.0,-86.0,-100.0,-100.0,-87.0,-100.0,-100.0,-88.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 173742,17.0,24.0,26.755220884955754,-3.9408849150442475,-31.580176486725666,-0.3606879646902655,0.5893306169911504,9.985206513274337,0.0014996363120353985,-0.0007136095741238937,-0.004171847470230089,-0.05894290563543282,0.03609754006271205,-1.6483691930770874,1007.493994159292,-86.0,-80.0,-100.0,-66.0,-77.0,-63.0,-54.0,-82.0,-70.0,-81.0,-72.0,-75.0,-56.0,-100.0,-100.0,-88.0,-70.0,-87.0,-76.0,-57.0,-84.0,-74.0,-100.0,-42.0,-41.0,-44.0,-58.0,-65.0,-72.0,-100.0,-80.0,-78.0,-85.0,-58.0,-73.0,-59.0,-53.0,-63.0,-80.0,-72.0,-58.0,-63.0,-84.0,-74.0,-100.0,-41.0,-42.0,-45.0,-58.0,-64.0,-72.0,-100.0,-80.0,-78.0,-84.0,-59.0,-73.0,-59.0,-53.0,-62.0,-79.0,-100.0,-100.0,-77.0,-76.0,-77.0,-78.0,-100.0,-81.0,-82.0,-100.0,-65.0,-64.0,-58.0,-92.0,-100.0,-71.0,-100.0,-73.0,-62.0,-91.0,-86.0,-91.0,-100.0,-87.0,-82.0,-79.0,-100.0,-100.0,-100.0,-85.0,-80.0,-80.0,-100.0,-86.0,-83.0,-83.0,-100.0,-88.0,-90.0,-100.0,-87.0,-89.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 173752,18.0,24.0,27.54421016666666,-3.0031578552631575,-32.05473643859649,-0.356788950877193,0.6674776081578947,9.98456702631579,-0.0015827625866666668,-0.002920728950385964,-0.005147847267105263,-0.06673511823541235,0.03574545379205227,-1.5999488328632556,1007.4974836842105,-87.0,-79.0,-84.0,-67.0,-77.0,-68.0,-52.0,-85.0,-73.0,-82.0,-71.0,-70.0,-54.0,-100.0,-83.0,-100.0,-74.0,-82.0,-78.0,-65.0,-84.0,-76.0,-100.0,-42.0,-45.0,-45.0,-64.0,-100.0,-69.0,-75.0,-82.0,-73.0,-83.0,-60.0,-73.0,-52.0,-63.0,-60.0,-70.0,-80.0,-59.0,-66.0,-83.0,-77.0,-100.0,-41.0,-45.0,-45.0,-64.0,-100.0,-69.0,-76.0,-82.0,-73.0,-82.0,-61.0,-73.0,-52.0,-64.0,-60.0,-70.0,-100.0,-100.0,-100.0,-78.0,-76.0,-82.0,-100.0,-78.0,-100.0,-100.0,-63.0,-66.0,-59.0,-100.0,-100.0,-69.0,-100.0,-65.0,-64.0,-100.0,-83.0,-92.0,-88.0,-84.0,-83.0,-100.0,-100.0,-82.0,-92.0,-87.0,-84.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 173802,19.0,24.0,29.91299952857143,-2.621571385,-31.963713799999997,-0.24999649499999999,0.6709613118571429,9.985134928571428,-0.004414635802928571,-0.0010807079877714286,-0.005942584428471428,-0.06710529263530456,0.02505556467388353,-1.5842488408088684,1007.5034632142857,-100.0,-100.0,-100.0,-70.0,-77.0,-100.0,-53.0,-79.0,-81.0,-64.0,-100.0,-69.0,-54.0,-81.0,-100.0,-87.0,-62.0,-100.0,-80.0,-65.0,-80.0,-82.0,-88.0,-38.0,-38.0,-41.0,-59.0,-66.0,-69.0,-81.0,-81.0,-74.0,-81.0,-60.0,-66.0,-54.0,-53.0,-42.0,-70.0,-76.0,-63.0,-65.0,-79.0,-78.0,-89.0,-38.0,-39.0,-41.0,-59.0,-66.0,-69.0,-80.0,-79.0,-75.0,-81.0,-61.0,-67.0,-54.0,-53.0,-59.0,-70.0,-100.0,-100.0,-84.0,-100.0,-100.0,-82.0,-100.0,-78.0,-100.0,-100.0,-68.0,-66.0,-59.0,-100.0,-100.0,-64.0,-100.0,-69.0,-61.0,-100.0,-81.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-87.0,-78.0,-79.0,-100.0,-100.0,-100.0,-80.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 173814,20.0,24.0,33.203035241071426,-4.428214228571428,-33.36964240178572,-0.29464544429464284,0.9089479476785715,9.956271102678572,0.0015336645003571428,-0.0024649722248928567,-0.0040347213077321425,-0.09107346819447616,0.02966028061304569,-1.6099489714418138,1007.499445982143,-100.0,-82.0,-82.0,-62.0,-79.0,-67.0,-59.0,-82.0,-69.0,-100.0,-77.0,-65.0,-47.0,-100.0,-79.0,-88.0,-100.0,-82.0,-79.0,-60.0,-83.0,-80.0,-100.0,-31.0,-33.0,-53.0,-58.0,-70.0,-71.0,-76.0,-87.0,-74.0,-86.0,-65.0,-71.0,-52.0,-56.0,-59.0,-71.0,-79.0,-59.0,-65.0,-83.0,-79.0,-100.0,-33.0,-33.0,-52.0,-58.0,-67.0,-72.0,-77.0,-87.0,-78.0,-85.0,-65.0,-71.0,-53.0,-57.0,-59.0,-71.0,-100.0,-100.0,-85.0,-73.0,-76.0,-100.0,-87.0,-82.0,-100.0,-100.0,-65.0,-61.0,-59.0,-100.0,-100.0,-63.0,-100.0,-62.0,-68.0,-88.0,-100.0,-100.0,-100.0,-82.0,-79.0,-79.0,-100.0,-80.0,-100.0,-89.0,-83.0,-84.0,-100.0,-88.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-89.0,-91.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
