Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a3,00:1a:ab:a0:de:a7,00:1a:ab:a0:de:a8,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:k6,00:1a:ac:a0:de:l4,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:w6,f0:b0:52:6a:20:cc,00:1a:ab:a0:de:a2,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,f0:b0:52:6a:1f:cc,f0:b0:52:6a:20:c8,f4:28:53:71:29:24,fa:d0:27:36:de:a9,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:n2,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:w7,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:m1,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:i3,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:l5,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:i9,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:j8,90:9f:33:a4:06:5c,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:b9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:v5,f0:b0:52:6a:26:78
2021.01.16 160248,75.0,24.0,45.05561854966888,19.718801986754965,-24.002756258278144,0.1738092432913907,0.47296423059602666,9.756534125827814,-0.0014891303956953647,0.0008738250504966884,-0.0014086009376821189,-0.04842624221219127,-0.017813793057421583,-1.1415144220882694,1013.482077218543,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-68.0,-60.0,-100.0,-40.0,-77.0,-77.0,-50.0,-74.0,-58.0,-100.0,-40.0,-76.0,-77.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-68.0,-82.0,-100.0,-100.0,-51.0,-100.0,-100.0,-64.0,-83.0,-67.0,-82.0,-77.0,-100.0,-68.0,-82.0,-84.0,-100.0,-51.0,-100.0,-100.0,-63.0,-82.0,-70.0,-83.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-83.0,-100.0,-80.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-62.0,-66.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-70.0,-68.0,-100.0,-100.0,-100.0,-100.0,-92.0,-81.0,-82.0,-69.0,-84.0,-100.0,-100.0,-73.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 160304,76.0,24.0,39.48150634931507,14.244068150684933,-22.91254802739726,0.027869306195205477,0.4202569742465753,9.755187609589042,7.18869469246576e-05,-0.0006859243826232875,-0.003135155407671233,-0.04304340643144833,-0.0028554511312131985,-1.2035718543888771,1013.5056860273971,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-62.0,-100.0,-35.0,-83.0,-81.0,-56.0,-61.0,-61.0,-100.0,-34.0,-100.0,-82.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-78.0,-86.0,-100.0,-41.0,-83.0,-100.0,-71.0,-78.0,-72.0,-84.0,-100.0,-100.0,-70.0,-80.0,-87.0,-100.0,-43.0,-100.0,-100.0,-71.0,-75.0,-71.0,-85.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-60.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-68.0,-100.0,-100.0,-100.0,-100.0,-90.0,-73.0,-72.0,-66.0,-100.0,-100.0,-100.0,-80.0,-79.0,-88.0,-81.0,-75.0,-79.0,-76.0
2021.01.16 160320,77.0,24.0,34.80864893959732,15.045396255033555,-26.896827389261745,0.05160902787496644,0.3469465022818792,9.755579013422818,-0.0006639176487785237,-2.440367194630874e-05,-0.0004895784992617449,-0.03554434129255725,-0.00528543898250768,-1.1417743783669183,1013.4997880536912,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-35.0,-79.0,-73.0,-100.0,-71.0,-59.0,-100.0,-35.0,-77.0,-73.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-83.0,-100.0,-100.0,-46.0,-77.0,-100.0,-67.0,-83.0,-68.0,-81.0,-79.0,-100.0,-65.0,-83.0,-100.0,-100.0,-45.0,-78.0,-100.0,-65.0,-84.0,-68.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-63.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-65.0,-100.0,-100.0,-100.0,-100.0,-91.0,-74.0,-76.0,-100.0,-78.0,-92.0,-100.0,-100.0,-100.0,-83.0,-82.0,-100.0,-100.0,-100.0
2021.01.16 160407,80.0,24.0,39.83382504,20.42834884666667,-27.351005339999997,-0.019579262192533333,0.33688035746666667,9.759096243333332,-0.002976350817533333,0.0005762031844433332,0.0021929305724,-0.03450026285524165,0.0019937562115470943,-1.0779498847325644,1013.5167751333335,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-27.0,-79.0,-76.0,-100.0,-76.0,-100.0,-100.0,-28.0,-79.0,-79.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-86.0,-100.0,-100.0,-48.0,-75.0,-100.0,-100.0,-84.0,-100.0,-83.0,-100.0,-100.0,-65.0,-86.0,-100.0,-100.0,-41.0,-77.0,-100.0,-100.0,-84.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-58.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-56.0,-67.0,-78.0,-91.0,-91.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-73.0
2021.01.16 160422,81.0,24.0,42.20992115333333,23.323550920000002,-25.00045778666667,0.0597895134222,0.24786598169333332,9.766453080000002,-0.001671125357613333,0.001429046247093333,-0.003247637493333333,-0.025374574732656238,-0.006122471558076811,-1.0564013640085856,1013.512673333333,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-67.0,-100.0,-26.0,-79.0,-100.0,-57.0,-75.0,-67.0,-100.0,-26.0,-79.0,-76.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-86.0,-100.0,-100.0,-46.0,-81.0,-100.0,-68.0,-100.0,-75.0,-83.0,-100.0,-100.0,-62.0,-85.0,-100.0,-100.0,-45.0,-83.0,-100.0,-66.0,-100.0,-73.0,-84.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-78.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-71.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-78.0,-100.0,-88.0,-89.0,-87.0,-100.0,-100.0,-100.0,-80.0,-100.0,-77.0,-100.0
2021.01.16 160456,83.0,24.0,47.01531827027027,12.982830537162164,-22.586588270270273,0.017268697994527026,0.2769139718918919,9.760110364864865,-0.004497726843310811,0.0014694764145945943,-0.005805661344594594,-0.028356434450157543,-0.0017755832174918495,-1.2891408551383663,1013.530695472973,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-66.0,-100.0,-40.0,-80.0,-73.0,-100.0,-79.0,-66.0,-100.0,-41.0,-100.0,-72.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-82.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-68.0,-83.0,-100.0,-100.0,-69.0,-83.0,-83.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-68.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-83.0,-100.0,-100.0,-87.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 160511,84.0,24.0,42.63696743624161,13.817570600671138,-24.74134952348993,-0.04913295232577181,0.2631853180536913,9.758463590604027,-0.004041136147261745,0.00013573579593288614,-0.0011910514494630877,-0.02695302790243349,0.005036270221982014,-1.2424062738482584,1013.5287765771812,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-35.0,-100.0,-79.0,-56.0,-68.0,-75.0,-100.0,-36.0,-100.0,-77.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-45.0,-100.0,-100.0,-67.0,-74.0,-69.0,-71.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-45.0,-100.0,-100.0,-68.0,-74.0,-69.0,-72.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-72.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-72.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-100.0,-88.0,-86.0,-84.0,-100.0,-100.0,-100.0,-72.0,-88.0,-71.0,-100.0
2021.01.16 160526,85.0,24.0,43.64227572916666,14.31476079513889,-25.76683044444444,0.002247760455694442,0.2434330645138889,9.761404663194444,-0.0006378771830416667,-0.0008672974064583335,-0.0026320661624305557,-0.02493059691429754,-0.0002355551456061091,-1.2407414375080004,1013.5188370138886,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-40.0,-100.0,-75.0,-100.0,-74.0,-100.0,-100.0,-41.0,-79.0,-72.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-76.0,-100.0,-100.0,-52.0,-77.0,-100.0,-67.0,-81.0,-100.0,-80.0,-73.0,-100.0,-100.0,-77.0,-100.0,-100.0,-53.0,-75.0,-100.0,-67.0,-82.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-82.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-56.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-100.0,-100.0,-86.0,-85.0,-100.0,-100.0,-82.0,-76.0,-100.0,-76.0,-100.0
2021.01.16 160612,88.0,24.0,40.730584993464056,10.976296124183007,-32.14839440522876,0.016050622783660127,0.3180898855607843,9.758235454248366,-0.0002296353345620907,-0.002309836963993464,-0.0008407242209803923,-0.032569782857690265,-0.0016532862466513323,-1.2843760579240089,1013.585727777778,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-80.0,-100.0,-81.0,-77.0,-100.0,-100.0,-41.0,-100.0,-75.0,-54.0,-77.0,-100.0,-100.0,-41.0,-100.0,-74.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-82.0,-80.0,-100.0,-63.0,-75.0,-100.0,-67.0,-85.0,-75.0,-88.0,-100.0,-100.0,-68.0,-83.0,-100.0,-100.0,-63.0,-75.0,-100.0,-67.0,-85.0,-75.0,-87.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-68.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-74.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-79.0,-100.0
2021.01.16 160628,89.0,24.0,42.71750319444444,6.270766923611111,-33.18566152083334,-0.012204808037194445,0.42808382326388883,9.75157251736111,-0.0008360121541666665,-0.002132472885765972,-0.0009814518448611111,-0.043872420520832095,0.0012399342358904082,-1.3918146764238675,1013.5871622916667,-100.0,-84.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-78.0,-67.0,-100.0,-42.0,-83.0,-78.0,-47.0,-76.0,-66.0,-100.0,-42.0,-84.0,-78.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-84.0,-81.0,-100.0,-65.0,-100.0,-100.0,-67.0,-85.0,-64.0,-79.0,-78.0,-100.0,-64.0,-86.0,-85.0,-100.0,-66.0,-79.0,-100.0,-67.0,-85.0,-65.0,-79.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-84.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-79.0,-100.0
