Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:i3,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:l9,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:k9,00:1a:ab:a0:de:a2,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:i9,88:36:6c:88:5b:3e,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:k6,90:9f:33:a4:06:5c,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:d2,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:u8,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:k5,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:j4
2021.01.30 155704,46.0,24.0,9.908852253278688,-32.48606510655738,-28.0559012704918,-5.251606291803278,8.417190840163933,0.1760576995819672,0.0010833543344262284,-0.0028697346420491804,0.0028732199349180334,-1.0124121748033117,1.5372823193425038,1.8541527302538763,1016.1055492622952,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-75.0,-57.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-64.0,-100.0,-87.0,-58.0,-63.0,-100.0,-100.0,-44.0,-45.0,-59.0,-67.0,-54.0,-57.0,-59.0,-54.0,-100.0,-64.0,-100.0,-100.0,-100.0,-65.0,-100.0,-86.0,-59.0,-64.0,-100.0,-100.0,-45.0,-45.0,-58.0,-66.0,-54.0,-57.0,-59.0,-54.0,-100.0,-58.0,-86.0,-62.0,-78.0,-100.0,-78.0,-100.0,-71.0,-100.0,-100.0,-56.0,-81.0,-81.0,-100.0,-82.0,-100.0,-100.0,-53.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-71.0,-100.0,-77.0,-78.0,-100.0,-100.0,-100.0,-85.0,-100.0,-86.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155714,47.0,24.0,5.779816451376148,-32.37577939449541,-31.001834458715596,-5.148657309174313,8.478610426605506,0.37256233840183484,-0.007163050683027524,-5.5611161100917274e-05,0.004596256683853211,-1.0235883374826624,1.4986485220970365,1.8887999232755888,1016.1057750458713,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-79.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-71.0,-100.0,-58.0,-100.0,-100.0,-100.0,-63.0,-100.0,-85.0,-62.0,-62.0,-100.0,-100.0,-45.0,-46.0,-56.0,-63.0,-58.0,-53.0,-52.0,-60.0,-100.0,-58.0,-100.0,-100.0,-57.0,-63.0,-100.0,-86.0,-64.0,-62.0,-100.0,-89.0,-45.0,-46.0,-56.0,-64.0,-56.0,-54.0,-52.0,-60.0,-100.0,-58.0,-86.0,-66.0,-72.0,-100.0,-72.0,-100.0,-68.0,-100.0,-100.0,-59.0,-80.0,-83.0,-100.0,-81.0,-100.0,-71.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-79.0,-100.0,-73.0,-100.0,-69.0,-84.0,-100.0,-70.0,-100.0,-79.0,-100.0,-78.0,-81.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-91.0,-87.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155724,48.0,24.0,4.230535658928572,-28.44267819642857,-31.516606660714285,-5.188265257142858,8.465044089285714,0.40215265884107143,0.0007240060977678571,-0.004470573668482142,0.0025453445885714296,-1.018845514527389,1.4936031390513693,1.860494573201452,1016.1170640178572,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-77.0,-53.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-61.0,-74.0,-89.0,-62.0,-60.0,-100.0,-100.0,-46.0,-43.0,-59.0,-63.0,-59.0,-56.0,-51.0,-54.0,-62.0,-100.0,-100.0,-100.0,-53.0,-62.0,-74.0,-88.0,-62.0,-60.0,-63.0,-100.0,-46.0,-43.0,-59.0,-63.0,-59.0,-56.0,-52.0,-54.0,-100.0,-59.0,-85.0,-64.0,-76.0,-100.0,-76.0,-83.0,-63.0,-100.0,-100.0,-53.0,-76.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-77.0,-100.0,-76.0,-78.0,-100.0,-100.0,-100.0,-72.0,-71.0,-100.0,-100.0,-89.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155734,49.0,24.0,6.410973315044247,-23.36761038938053,-33.53840656637168,-4.990283190265487,8.570063004424778,0.5276091757876106,0.0037068491653097346,-0.006973113302300884,0.005720482637168141,-1.0408564774336013,1.4658504608458123,1.6718987785609423,1016.1374653097346,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-64.0,-100.0,-64.0,-100.0,-100.0,-100.0,-63.0,-100.0,-87.0,-60.0,-61.0,-100.0,-100.0,-46.0,-47.0,-59.0,-66.0,-57.0,-52.0,-50.0,-51.0,-65.0,-66.0,-100.0,-100.0,-100.0,-63.0,-100.0,-87.0,-60.0,-61.0,-100.0,-100.0,-45.0,-47.0,-60.0,-66.0,-57.0,-52.0,-52.0,-51.0,-100.0,-64.0,-85.0,-63.0,-77.0,-100.0,-77.0,-100.0,-62.0,-100.0,-100.0,-50.0,-80.0,-79.0,-100.0,-79.0,-100.0,-73.0,-56.0,-100.0,-74.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-71.0,-88.0,-100.0,-69.0,-100.0,-76.0,-100.0,-76.0,-80.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-89.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155744,50.0,24.0,9.274285452678571,-22.174285491071426,-33.89303533928571,-4.934023194642856,8.607588901785714,0.43424021420535713,0.007874401971428573,-0.00359790908125,0.0020926497385714282,-1.048245584326131,1.483085545045989,1.586296344442027,1016.1183982142857,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-82.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-60.0,-65.0,-100.0,-88.0,-62.0,-66.0,-100.0,-100.0,-44.0,-47.0,-60.0,-64.0,-53.0,-57.0,-51.0,-54.0,-100.0,-100.0,-100.0,-100.0,-61.0,-65.0,-100.0,-100.0,-61.0,-66.0,-100.0,-100.0,-44.0,-46.0,-60.0,-64.0,-52.0,-57.0,-50.0,-54.0,-100.0,-56.0,-86.0,-66.0,-81.0,-100.0,-82.0,-100.0,-59.0,-100.0,-100.0,-60.0,-75.0,-100.0,-100.0,-75.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-68.0,-100.0,-66.0,-100.0,-91.0,-60.0,-100.0,-80.0,-100.0,-80.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155754,51.0,24.0,6.25380515221239,-22.603539522123896,-33.504424265486726,-4.6126869548672556,8.771203314159292,0.36996842964778753,0.008053182481415929,-0.004302604888761062,0.0019093324518584072,-1.084923026836024,1.490722232160315,1.6531664312413308,1016.0988169911504,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-82.0,-58.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-64.0,-69.0,-100.0,-84.0,-58.0,-64.0,-100.0,-100.0,-44.0,-45.0,-100.0,-68.0,-54.0,-60.0,-53.0,-48.0,-56.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-84.0,-59.0,-64.0,-100.0,-100.0,-45.0,-45.0,-100.0,-68.0,-55.0,-60.0,-53.0,-48.0,-100.0,-60.0,-85.0,-56.0,-79.0,-100.0,-79.0,-100.0,-61.0,-100.0,-100.0,-57.0,-75.0,-100.0,-100.0,-75.0,-100.0,-65.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-66.0,-100.0,-74.0,-100.0,-100.0,-75.0,-100.0,-74.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155804,52.0,24.0,6.161578842982457,-20.596315482456145,-33.046841596491234,-4.784475144736842,8.674310574561403,0.43023437727192987,0.010356137858596492,-0.00983363377377193,-0.014999903082807017,-1.0641977384425045,1.4792349411730181,1.6325375354080869,1016.0858622807018,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-82.0,-45.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-56.0,-100.0,-64.0,-100.0,-100.0,-64.0,-72.0,-100.0,-85.0,-63.0,-72.0,-100.0,-100.0,-48.0,-49.0,-58.0,-69.0,-61.0,-65.0,-47.0,-53.0,-57.0,-68.0,-100.0,-100.0,-63.0,-72.0,-75.0,-85.0,-62.0,-72.0,-100.0,-100.0,-48.0,-49.0,-58.0,-69.0,-64.0,-65.0,-48.0,-53.0,-100.0,-63.0,-82.0,-45.0,-76.0,-100.0,-76.0,-100.0,-62.0,-100.0,-100.0,-53.0,-77.0,-100.0,-100.0,-77.0,-100.0,-63.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-64.0,-87.0,-100.0,-63.0,-100.0,-80.0,-100.0,-80.0,-74.0,-67.0,-100.0,-100.0,-72.0,-72.0,-100.0,-100.0,-100.0,-69.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155814,53.0,24.0,8.490825518348624,-22.195045568807338,-33.03137576146789,-4.858049490825687,8.657478032110092,0.0889176559174312,0.006920475483944954,-0.012575546617522934,0.007717833984587157,-1.0591975406769218,1.5523720771894542,1.6608830701320543,1016.0969289908256,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-46.0,-78.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-65.0,-61.0,-77.0,-89.0,-62.0,-71.0,-76.0,-100.0,-50.0,-53.0,-60.0,-70.0,-62.0,-60.0,-44.0,-47.0,-54.0,-100.0,-100.0,-100.0,-68.0,-61.0,-76.0,-100.0,-60.0,-71.0,-77.0,-100.0,-51.0,-53.0,-60.0,-70.0,-62.0,-60.0,-45.0,-48.0,-100.0,-65.0,-79.0,-53.0,-78.0,-100.0,-78.0,-100.0,-50.0,-100.0,-100.0,-51.0,-75.0,-100.0,-100.0,-75.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-69.0,-100.0,-65.0,-100.0,-100.0,-66.0,-86.0,-84.0,-100.0,-84.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-69.0,-86.0,-87.0,-89.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155824,54.0,24.0,7.463898177118645,-22.881355661016947,-36.10016903389831,-4.635904453389831,8.768260483050849,0.13852300015254237,0.0024875469471186446,-0.0025736374870338986,0.005087627417118644,-1.084035873413086,1.5409856509354154,1.6600657549955078,1016.1151038983053,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-82.0,-48.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-86.0,-63.0,-100.0,-100.0,-59.0,-59.0,-73.0,-85.0,-63.0,-63.0,-100.0,-100.0,-54.0,-62.0,-62.0,-68.0,-63.0,-57.0,-47.0,-47.0,-51.0,-100.0,-100.0,-100.0,-60.0,-59.0,-73.0,-85.0,-67.0,-63.0,-100.0,-100.0,-53.0,-62.0,-62.0,-68.0,-63.0,-58.0,-47.0,-47.0,-100.0,-68.0,-80.0,-50.0,-78.0,-87.0,-78.0,-100.0,-54.0,-100.0,-100.0,-57.0,-68.0,-100.0,-100.0,-68.0,-100.0,-65.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-65.0,-100.0,-68.0,-90.0,-100.0,-68.0,-100.0,-87.0,-100.0,-85.0,-77.0,-68.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-74.0,-81.0,-100.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155835,55.0,24.0,10.548403142857145,-21.624705647058825,-35.73075573109243,-4.479285768067228,8.847348445378152,0.1712610694621849,0.0028565803961344543,-0.0029536772307563026,0.0005045286344537814,-1.1016070482109774,1.5323449723860796,1.5469278848471761,1016.1338775630252,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-81.0,-47.0,-68.0,-100.0,-100.0,-100.0,-89.0,-57.0,-100.0,-100.0,-54.0,-100.0,-64.0,-100.0,-100.0,-100.0,-64.0,-100.0,-82.0,-61.0,-66.0,-78.0,-100.0,-58.0,-63.0,-59.0,-68.0,-60.0,-61.0,-48.0,-47.0,-56.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-81.0,-60.0,-66.0,-78.0,-100.0,-59.0,-63.0,-61.0,-69.0,-60.0,-61.0,-47.0,-47.0,-100.0,-71.0,-80.0,-58.0,-85.0,-87.0,-85.0,-78.0,-54.0,-100.0,-100.0,-65.0,-67.0,-100.0,-100.0,-67.0,-100.0,-63.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-74.0,-100.0,-62.0,-100.0,-100.0,-62.0,-100.0,-87.0,-100.0,-89.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-73.0,-79.0,-70.0,-89.0,-90.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155845,56.0,24.0,13.773157605263158,-19.186315605263157,-34.18210475438596,-4.738248852631579,8.715055346491228,0.10236574880701753,0.005635328345614034,-0.0018066500650877192,-0.0011429075291228077,-1.0723870323415388,1.549426415510345,1.46660960557168,1016.0989971929824,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-60.0,-77.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-48.0,-100.0,-100.0,-100.0,-100.0,-64.0,-63.0,-100.0,-85.0,-52.0,-69.0,-78.0,-100.0,-57.0,-66.0,-59.0,-67.0,-61.0,-60.0,-41.0,-51.0,-51.0,-100.0,-100.0,-100.0,-64.0,-63.0,-100.0,-84.0,-56.0,-70.0,-77.0,-90.0,-57.0,-66.0,-60.0,-67.0,-62.0,-59.0,-42.0,-51.0,-100.0,-70.0,-83.0,-65.0,-84.0,-100.0,-84.0,-100.0,-61.0,-100.0,-100.0,-53.0,-64.0,-100.0,-100.0,-64.0,-100.0,-59.0,-78.0,-100.0,-82.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-63.0,-100.0,-65.0,-100.0,-100.0,-63.0,-86.0,-88.0,-100.0,-88.0,-100.0,-65.0,-84.0,-100.0,-84.0,-84.0,-86.0,-100.0,-86.0,-64.0,-78.0,-100.0,-87.0,-88.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155855,57.0,24.0,14.523852995412845,-20.25192642201834,-32.77981600917431,-4.634832785321101,8.766648197247706,0.08395337874862387,0.003860545136238532,-0.004017828761559633,0.003565071243853212,-1.0840615941843856,1.552919309073632,1.4526781718665307,1016.07775853211,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-41.0,-89.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-85.0,-53.0,-66.0,-100.0,-90.0,-60.0,-68.0,-60.0,-64.0,-60.0,-61.0,-44.0,-41.0,-58.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-86.0,-55.0,-67.0,-100.0,-89.0,-60.0,-68.0,-62.0,-64.0,-61.0,-61.0,-44.0,-41.0,-100.0,-74.0,-74.0,-65.0,-81.0,-100.0,-82.0,-74.0,-63.0,-100.0,-100.0,-59.0,-62.0,-100.0,-100.0,-62.0,-100.0,-56.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-67.0,-100.0,-62.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-71.0,-67.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-85.0,-68.0,-78.0,-67.0,-87.0,-87.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
