Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:i3,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:k6,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:f7,00:1a:ab:a0:de:a2,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:i9,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:f2,90:9f:33:a4:06:5c,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:b4,00:1a:ab:a0:de:a3,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:j4,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:m6,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:e2,00:1a:ac:a0:de:q7,00:1a:ac:a0:de:v4,00:1a:ac:a0:de:j3,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:e7
2021.01.30 165155,45.0,24.0,6.549152449999999,21.49118630508475,-29.450338593220337,5.211342037288136,-7.589851155932203,3.5884903805084742,-0.0012783752846610163,-0.0021214419484745766,0.001241454228728813,0.875865862026053,-0.9678094275927139,-1.390298255419327,1016.8599853389833,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-87.0,-74.0,-77.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-63.0,-66.0,-75.0,-89.0,-70.0,-77.0,-100.0,-48.0,-66.0,-65.0,-59.0,-55.0,-51.0,-59.0,-100.0,-57.0,-100.0,-100.0,-67.0,-75.0,-88.0,-57.0,-70.0,-77.0,-100.0,-44.0,-48.0,-66.0,-65.0,-59.0,-55.0,-54.0,-59.0,-100.0,-62.0,-100.0,-100.0,-70.0,-100.0,-75.0,-55.0,-75.0,-58.0,-100.0,-100.0,-46.0,-84.0,-100.0,-100.0,-100.0,-91.0,-100.0,-73.0,-100.0,-69.0,-100.0,-100.0,-100.0,-69.0,-76.0,-83.0,-84.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-69.0,-82.0,-76.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-90.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-84.0,-82.0,-83.0,-100.0,-100.0,-64.0,-87.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165206,46.0,24.0,6.165555432407406,22.477221990740734,-28.46499967592592,5.404432471296298,-7.479404119444444,3.539026362037037,0.001373021644907407,-0.004980678613888888,0.00312140836287037,0.858288887474272,-0.9910091641876433,-1.3254703493029982,1016.8587799074074,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-91.0,-91.0,-100.0,-66.0,-100.0,-100.0,-63.0,-63.0,-72.0,-100.0,-67.0,-100.0,-100.0,-43.0,-64.0,-69.0,-65.0,-59.0,-53.0,-53.0,-85.0,-67.0,-100.0,-100.0,-63.0,-73.0,-89.0,-56.0,-67.0,-100.0,-100.0,-42.0,-43.0,-64.0,-69.0,-67.0,-59.0,-55.0,-53.0,-100.0,-61.0,-100.0,-100.0,-61.0,-89.0,-79.0,-57.0,-79.0,-62.0,-100.0,-73.0,-42.0,-79.0,-100.0,-62.0,-63.0,-100.0,-100.0,-72.0,-100.0,-62.0,-57.0,-100.0,-100.0,-100.0,-77.0,-83.0,-83.0,-100.0,-100.0,-100.0,-81.0,-68.0,-100.0,-100.0,-80.0,-74.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-79.0,-79.0,-73.0,-73.0,-100.0,-100.0,-83.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165216,47.0,24.0,7.21799985,22.97127245454545,-28.750908663636363,5.562444522727273,-7.349357113636364,3.5185174318181827,0.0007964016985454544,-0.002234767201909091,-0.001796776849181819,0.8403937464410608,-1.0068021833896637,-1.279504749991677,1016.8598680000001,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-66.0,-63.0,-76.0,-100.0,-74.0,-100.0,-100.0,-40.0,-67.0,-66.0,-63.0,-56.0,-47.0,-50.0,-100.0,-68.0,-100.0,-100.0,-64.0,-73.0,-100.0,-56.0,-74.0,-100.0,-100.0,-38.0,-40.0,-67.0,-67.0,-63.0,-56.0,-49.0,-50.0,-100.0,-64.0,-100.0,-100.0,-61.0,-100.0,-79.0,-56.0,-79.0,-60.0,-100.0,-87.0,-40.0,-81.0,-100.0,-69.0,-65.0,-100.0,-100.0,-69.0,-100.0,-66.0,-56.0,-100.0,-100.0,-100.0,-78.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-77.0,-74.0,-77.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-80.0,-80.0,-80.0,-69.0,-68.0,-100.0,-89.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165227,48.0,24.0,6.922499895535715,21.75696408035714,-28.676249607142857,5.442507300892857,-7.504191692857142,3.384136420535714,0.0024329453819642863,-0.002946683069375,0.0009765116691071425,0.8639442606696061,-1.0145444965788297,-1.3215992823243141,1016.8576313392858,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-92.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-67.0,-100.0,-90.0,-68.0,-100.0,-100.0,-37.0,-100.0,-68.0,-62.0,-100.0,0.0,-60.0,-100.0,-73.0,-100.0,-100.0,-68.0,-100.0,-89.0,-59.0,-68.0,-100.0,-100.0,-41.0,-37.0,-100.0,-68.0,-69.0,-100.0,0.0,-60.0,-100.0,-63.0,-100.0,-100.0,-58.0,-100.0,-80.0,-55.0,-79.0,-100.0,-100.0,-100.0,-40.0,-79.0,-100.0,-61.0,-60.0,-100.0,-100.0,-64.0,-100.0,-67.0,0.0,-76.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-83.0,0.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-87.0,-100.0,-100.0,-76.0,-75.0,-100.0,-100.0,-100.0,-87.0,-83.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165238,49.0,24.0,6.825818035454544,18.805636154545454,-29.7801815,5.497124340909091,-7.40562256909091,3.5225659327272725,0.008604370291545455,-0.012702776152818182,0.0039786764216363625,0.8481766153465617,-1.0010099042545666,-1.4087210720235652,1016.8627365454546,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-85.0,-79.0,-79.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-63.0,-66.0,-100.0,-100.0,-64.0,-76.0,-100.0,-43.0,-68.0,-66.0,-66.0,-62.0,-45.0,-47.0,-100.0,-66.0,-100.0,-100.0,-66.0,-100.0,-100.0,-59.0,-64.0,-77.0,-100.0,-40.0,-42.0,-68.0,-66.0,-66.0,-62.0,-44.0,-47.0,-100.0,-64.0,-100.0,-100.0,-55.0,-100.0,-86.0,-59.0,-86.0,-63.0,-100.0,-100.0,-40.0,-82.0,-100.0,-66.0,-63.0,-100.0,-100.0,-60.0,-100.0,-67.0,-56.0,-100.0,-100.0,-80.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-77.0,-66.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-73.0,-73.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-86.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165251,50.0,24.0,8.09842088157895,18.2010524122807,-31.87894700877193,5.362944546491227,-7.487065352631579,3.5470341300877197,-0.005054459869736844,-0.0003488791176315799,0.006047726612192981,0.8592160553262945,-0.989413588193425,-1.4500047156685276,1016.8675789473684,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-66.0,-100.0,-100.0,-41.0,-66.0,-68.0,-69.0,-63.0,-44.0,-48.0,-100.0,-72.0,-100.0,-100.0,-70.0,-100.0,-100.0,-59.0,-66.0,-100.0,-100.0,-42.0,-41.0,-64.0,-68.0,-76.0,-63.0,-45.0,-48.0,-100.0,-66.0,-100.0,-100.0,-65.0,-100.0,-84.0,-59.0,-84.0,-100.0,-100.0,-100.0,-41.0,-79.0,-100.0,-62.0,-57.0,-100.0,-100.0,-65.0,-100.0,-63.0,-63.0,-80.0,-100.0,-100.0,-71.0,-69.0,-78.0,-100.0,-100.0,-100.0,-76.0,-68.0,-100.0,-100.0,-76.0,-76.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-77.0,-100.0,-100.0,-100.0,-100.0,-78.0,-78.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165301,51.0,24.0,6.053999923636365,18.403090763636364,-31.559999472727274,5.676346723636363,-7.297423125454546,3.4025257054545457,0.006871734373545454,-0.014357666007454549,0.009609743371090908,0.8338387093760751,-1.0308662116527558,-1.4325959845022722,1016.8560117272726,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-79.0,-77.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-64.0,-67.0,-100.0,-100.0,-70.0,-100.0,-100.0,-44.0,-65.0,-71.0,-65.0,-61.0,-43.0,-100.0,-100.0,-70.0,-100.0,-100.0,-68.0,-100.0,-100.0,-57.0,-70.0,-100.0,-100.0,-41.0,-44.0,-76.0,-71.0,-65.0,-61.0,-44.0,-100.0,-100.0,-58.0,-100.0,-100.0,-64.0,-100.0,-90.0,-55.0,-90.0,-64.0,-100.0,-100.0,-40.0,-76.0,-100.0,-54.0,-59.0,-100.0,-100.0,-64.0,-100.0,-65.0,-61.0,-83.0,-100.0,-78.0,-66.0,-69.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-71.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-78.0,-79.0,-100.0,-100.0,-100.0,-85.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165312,52.0,24.0,5.551071359821429,16.352678339285713,-30.07767824107143,5.725822689285714,-7.248303584821429,3.4462806857142856,0.004527340635267858,-0.005744664405714286,0.003365431120446428,0.8258265326065677,-1.0290598762886864,-1.459417685866356,1016.8593758928572,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-68.0,-68.0,-83.0,-100.0,-69.0,-100.0,-100.0,-50.0,-100.0,-68.0,-68.0,-61.0,-44.0,-50.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-58.0,-69.0,-100.0,-100.0,-41.0,-50.0,-69.0,-68.0,-69.0,-61.0,-44.0,-50.0,-100.0,-66.0,-100.0,-100.0,-57.0,-100.0,-82.0,-59.0,-83.0,-68.0,-100.0,-100.0,-42.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-51.0,-60.0,-100.0,-100.0,-100.0,-63.0,-74.0,-75.0,-100.0,-86.0,-100.0,-100.0,-62.0,-100.0,-100.0,-71.0,-66.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-64.0,-81.0,-82.0,-76.0,-100.0,-71.0,-78.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165322,53.0,24.0,9.45599979304348,15.957391086956523,-31.93043428695652,5.685507414782609,-7.268227166956521,3.4825039365217396,0.002311009571304349,-0.001174083134,-0.002212792946173913,0.8284332804057909,-1.021360208677209,-1.4331349217373393,1016.8576269565217,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-86.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-64.0,-100.0,-100.0,-71.0,-100.0,-100.0,-55.0,-100.0,-67.0,-69.0,-70.0,-44.0,-42.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-59.0,-71.0,-100.0,-100.0,-53.0,-55.0,-100.0,-67.0,-68.0,-69.0,-44.0,-42.0,-100.0,-69.0,-100.0,-100.0,-49.0,-100.0,-88.0,-60.0,-86.0,-100.0,-100.0,-100.0,-53.0,-76.0,-100.0,-63.0,-61.0,-100.0,-100.0,-53.0,-100.0,-55.0,-58.0,-73.0,-100.0,-100.0,-75.0,-75.0,-73.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-73.0,-66.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-75.0,-85.0,-85.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-84.0,-100.0,-85.0,-87.0,-90.0,-89.0,-85.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165333,54.0,24.0,11.202782326086956,16.395130173913046,-34.78382567826087,5.655235479130434,-7.386650085217392,3.2681851043478263,0.002836884774521738,-0.005104867863217391,-0.0022552879243478256,0.8464937039043592,-1.0468239680580471,-1.4290121969969376,1016.8629406956524,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-84.0,-87.0,-100.0,-100.0,-100.0,-89.0,-100.0,-78.0,-100.0,-100.0,-66.0,-68.0,-100.0,-87.0,-63.0,-100.0,-100.0,-59.0,-100.0,-69.0,-67.0,-66.0,-45.0,-40.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-88.0,-60.0,-63.0,-100.0,-100.0,-60.0,-59.0,-72.0,-69.0,-67.0,-66.0,-44.0,-40.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-89.0,-61.0,-89.0,-66.0,-100.0,-100.0,-60.0,-79.0,-100.0,-57.0,-57.0,-100.0,-100.0,-55.0,-100.0,-56.0,-58.0,-73.0,-100.0,-100.0,-73.0,-72.0,-73.0,-100.0,-88.0,-100.0,-80.0,-100.0,-100.0,-100.0,-73.0,-80.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-69.0,-86.0,-86.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-87.0,-100.0,-88.0,-86.0,-88.0,-91.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165344,55.0,24.0,8.615999748695653,13.79373884347826,-35.74278202608696,5.823667500000001,-7.0775804243478255,3.6321981643478263,0.004690728080347824,-0.00483927440826087,0.007258274276173913,0.8006383615991344,-1.0130152510560078,-1.5346030629199483,1016.8720463478261,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-67.0,-100.0,-100.0,-66.0,-69.0,-70.0,-100.0,-69.0,-44.0,-43.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-87.0,-59.0,-67.0,-100.0,-100.0,-62.0,-66.0,-67.0,-70.0,-100.0,-70.0,-44.0,-43.0,-100.0,-74.0,-100.0,-100.0,-61.0,-100.0,-86.0,-57.0,-87.0,-100.0,-100.0,-100.0,-62.0,-74.0,-100.0,-61.0,-61.0,-100.0,-100.0,-64.0,-100.0,-61.0,-57.0,-70.0,-100.0,-100.0,-68.0,-69.0,-69.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-67.0,-74.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-88.0,-89.0,-100.0,-100.0,-68.0,-79.0,-100.0,-100.0,-80.0,-88.0,-83.0,-84.0,-100.0,-100.0,-83.0,-100.0,-100.0,-82.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165355,56.0,24.0,5.517413687931035,11.553103168103448,-33.87775813793103,5.895571471551725,-7.015679279310345,3.605839777586208,0.0005392256493103451,-0.0034964239439655167,0.002760584037586207,0.7928357674130078,-1.0221784037762676,-1.605975354539937,1016.8797256034484,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-83.0,-69.0,-100.0,-100.0,-63.0,-100.0,-100.0,-67.0,-65.0,-70.0,-67.0,-67.0,-40.0,-42.0,-100.0,-78.0,-100.0,-100.0,-69.0,-100.0,-100.0,-57.0,-63.0,-100.0,-100.0,-58.0,-68.0,-100.0,-70.0,-70.0,-67.0,-40.0,-42.0,-100.0,-73.0,-100.0,-100.0,-60.0,-100.0,-89.0,-57.0,-91.0,-100.0,-100.0,-100.0,-58.0,-77.0,-100.0,-51.0,-53.0,-100.0,-100.0,-62.0,-100.0,-67.0,-54.0,-100.0,-100.0,-100.0,-70.0,-69.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-65.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-87.0,-100.0,-86.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
