Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,70:5d:cc:b6:d1:c8,70:5d:cc:e8:73:1c,70:5d:cc:e8:73:1e,86:25:19:b5:ef:50,88:36:6c:4b:14:1c,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:v7,88:36:6c:51:f3:22,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:f3,70:5d:cc:05:03:10,00:1a:ac:a0:de:d5,00:1a:ac:a0:de:m9,00:1a:ac:a0:de:l2,ea:d8:d1:b4:cf:21,32:24:a9:c6:2d:75,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:i9,70:5d:cc:b1:75:50,00:1a:ac:a0:de:f9,90:9f:33:a4:06:5c,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:g7,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:k3,72:5d:cc:4b:31:60,00:1a:ac:a0:de:j8,28:b3:71:0f:d8:ec,28:b3:71:0f:d8:ed,28:b3:71:4f:d8:ec,28:b3:71:8f:d8:ec,28:b3:71:cf:d8:ec,70:5d:cc:ea:72:5c,70:5d:cc:ea:72:5e,00:1a:ac:a0:de:j1,00:1b:ad:a1:df:a8,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,70:5d:cc:1b:31:60,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q7,00:1a:ac:a0:de:v4
2021.05.22 150505,44.0,24.0,26.469523444444444,8.163809319047619,-30.18333284920635,-0.22445376234444445,0.3957964309095238,9.975042924603171,-0.0008482012163888886,-0.0065597718337301585,0.006626743884126985,-0.03972783255703107,0.022497133997343773,-1.2216033897702656,1000.8646564285714,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-82.0,-100.0,-100.0,-100.0,-77.0,-100.0,-86.0,-61.0,-71.0,-82.0,-100.0,-46.0,-100.0,-74.0,-100.0,-70.0,-55.0,-56.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-78.0,-100.0,-86.0,-71.0,-83.0,-100.0,-46.0,-100.0,-74.0,-100.0,-70.0,-56.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-100.0,-45.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-86.0,-100.0,-85.0,-86.0,-100.0,-88.0,-100.0,-100.0,-100.0,-60.0,-71.0,-69.0,-100.0,-60.0,-100.0,-100.0,-86.0,-88.0,-88.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150517,45.0,24.0,26.624031887096777,8.66612881048387,-30.421935120967746,-0.2870619641322581,0.49704372572580646,9.972289725806451,-0.0004867020891612895,-0.00797918105733871,0.0037446826955645158,-0.049865235980119396,0.028757894784634544,-1.1923654348619523,1000.8564858870967,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-61.0,-76.0,-100.0,-100.0,-59.0,-75.0,-82.0,-100.0,-44.0,-76.0,-72.0,-58.0,-66.0,-56.0,-55.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-61.0,-76.0,-100.0,-100.0,-75.0,-84.0,-100.0,-44.0,-73.0,-73.0,-63.0,-66.0,-56.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-49.0,-73.0,-61.0,-100.0,-100.0,-77.0,-100.0,-73.0,-74.0,-100.0,-72.0,-100.0,-100.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-76.0,-100.0,-70.0,-62.0,-65.0,-67.0,-100.0,-58.0,-100.0,-79.0,-79.0,-79.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150528,46.0,24.0,27.520475825396826,9.46523792460318,-31.58952334920635,-0.17702431820634917,0.6412666003174603,9.958872031746033,4.385623606349136e-05,-0.005498029370238096,0.003931179717063492,-0.0642995949952848,0.017716717776021924,-1.1669009800941226,1000.8578965079364,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-78.0,-100.0,-100.0,-67.0,-72.0,-100.0,-100.0,-59.0,-71.0,-100.0,-100.0,-44.0,-70.0,-75.0,-68.0,-70.0,-100.0,-63.0,-100.0,-100.0,-75.0,-78.0,-100.0,-100.0,-65.0,-72.0,-100.0,-100.0,-71.0,-100.0,-100.0,-44.0,-69.0,-75.0,-67.0,-70.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-100.0,-46.0,-100.0,-62.0,-65.0,-100.0,-75.0,-77.0,-71.0,-100.0,-100.0,-73.0,-100.0,-100.0,-85.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-74.0,-100.0,-61.0,-66.0,-65.0,-100.0,-65.0,-100.0,-83.0,-81.0,-81.0,-100.0,-100.0,-91.0,-88.0,-87.0,-86.0,-87.0,-86.0,-85.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150539,47.0,24.0,29.30381638167939,10.72442722519084,-30.745190450381678,-0.1615861345282443,0.6644752277862594,9.970710687022901,0.0009309913553435114,-0.006101307902442748,0.0037429906916030533,-0.06656074886501741,0.016161430152945824,-1.152946546787524,1000.8466415267177,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-73.0,-89.0,-100.0,-100.0,-66.0,-74.0,-88.0,-100.0,-60.0,-73.0,-100.0,-100.0,-43.0,-70.0,-74.0,-64.0,-71.0,-48.0,-55.0,-65.0,-100.0,-100.0,-91.0,-100.0,-100.0,-63.0,-74.0,-86.0,-100.0,-74.0,-84.0,-100.0,-44.0,-70.0,-74.0,-64.0,-71.0,-46.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-43.0,-100.0,-43.0,-100.0,-60.0,-68.0,-100.0,-75.0,-75.0,-74.0,-74.0,-100.0,-76.0,-100.0,-100.0,-82.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-68.0,-68.0,-100.0,-61.0,-100.0,-79.0,-80.0,-80.0,-100.0,-100.0,-100.0,-89.0,-90.0,-89.0,-89.0,-89.0,-77.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150551,48.0,24.0,29.371643438356156,10.169177835616438,-27.81041059589041,-0.20508767630273972,0.6827782990410959,9.968382732876712,-0.0017344135534657543,-0.0017512167145890415,0.005435629673630136,-0.06844855939382556,0.020517675070313705,-1.173119068145752,1000.8461363013698,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-87.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-60.0,-76.0,-84.0,-100.0,-39.0,-71.0,-75.0,-62.0,-66.0,-47.0,-59.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-77.0,-81.0,-100.0,-39.0,-71.0,-75.0,-70.0,-65.0,-47.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-40.0,-100.0,-40.0,-100.0,-61.0,-61.0,-100.0,-69.0,-71.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-80.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-66.0,-65.0,-100.0,-60.0,-100.0,-100.0,-83.0,-83.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150603,49.0,24.0,31.519411308823532,6.96397047867647,-26.537646654411763,-0.2249738072764706,0.6474400764705882,9.961820430147059,0.0028982682896838232,-0.001818222624191175,0.007206880453308825,-0.06496314064818705,0.022492492774129895,-1.295489845030448,1000.8484794852942,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-73.0,-84.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-44.0,-100.0,-76.0,-62.0,-72.0,-51.0,-52.0,-61.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-74.0,-100.0,-100.0,-44.0,-100.0,-76.0,-59.0,-72.0,-52.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-41.0,-100.0,-41.0,-100.0,-100.0,-63.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-59.0,-64.0,-66.0,-100.0,-61.0,-91.0,-100.0,-78.0,-78.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150614,50.0,24.0,31.62135294736842,6.40601492781955,-25.919548563909775,-0.3015346089398496,0.598316672962406,9.957212868421053,0.0007279538939624075,-0.00021483634330827006,-0.0017434372187969923,-0.06012267099441326,0.030216869103365112,-1.3160303212646256,1000.8558648872179,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-87.0,-100.0,-100.0,-67.0,-76.0,-100.0,-100.0,-65.0,-68.0,-100.0,-100.0,-45.0,-100.0,-78.0,-66.0,-75.0,-47.0,-52.0,-66.0,-100.0,-100.0,-87.0,-100.0,-100.0,-65.0,-76.0,-100.0,-100.0,-68.0,-100.0,-100.0,-45.0,-100.0,-79.0,-66.0,-75.0,-47.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-100.0,-46.0,-100.0,-58.0,-62.0,-100.0,-69.0,-68.0,-78.0,-78.0,-100.0,-75.0,-100.0,-100.0,-78.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-78.0,-100.0,-79.0,-58.0,-68.0,-69.0,-100.0,-64.0,-88.0,-83.0,-76.0,-76.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150625,51.0,24.0,29.230298044776124,9.164328202985073,-23.72238776119403,-0.24571691868955228,0.6058229963432835,9.962631052238805,-0.002614804113126865,-0.004720301637910448,0.0014440855462686563,-0.060750050706538654,0.024607027528995126,-1.214290666936049,1000.854594402985,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-89.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-76.0,-88.0,-100.0,-100.0,-69.0,-79.0,-100.0,-100.0,-65.0,-69.0,-83.0,-100.0,-44.0,-74.0,-69.0,-63.0,-67.0,-45.0,-54.0,-71.0,-100.0,-76.0,-89.0,-100.0,-100.0,-68.0,-79.0,-100.0,-100.0,-69.0,-83.0,-100.0,-44.0,-72.0,-69.0,-64.0,-67.0,-45.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-49.0,-69.0,-65.0,-62.0,-100.0,-67.0,-67.0,-84.0,-84.0,-100.0,-70.0,-100.0,-100.0,-82.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-76.0,-71.0,-79.0,-60.0,-73.0,-70.0,-100.0,-65.0,-100.0,-84.0,-82.0,-83.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-88.0,-79.0,-76.0,-83.0,-87.0,-91.0,-88.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150637,52.0,24.0,28.644754832167838,8.335804051748251,-22.760139650349647,-0.21377692873426576,0.5132287102937062,9.968320398601396,-0.0014024142622377613,-0.004115971495034965,0.0022813550769230774,-0.051476685551705016,0.021398765436166495,-1.2424603400530514,1000.8581813986015,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-77.0,-85.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-63.0,-73.0,-100.0,-100.0,-48.0,-72.0,-70.0,-70.0,-71.0,-42.0,-50.0,-61.0,-100.0,-77.0,-86.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-73.0,-100.0,-100.0,-48.0,-71.0,-70.0,-70.0,-71.0,-43.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-55.0,-67.0,-63.0,-71.0,-100.0,-69.0,-68.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-75.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-56.0,-79.0,-80.0,-100.0,-74.0,-100.0,-87.0,-87.0,-86.0,-100.0,-84.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-89.0,-75.0,-76.0,-80.0,-85.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150649,53.0,24.0,30.92865628358209,8.913581890298508,-22.91596994029851,-0.26624693220149254,0.5644413520895523,9.971100399253732,-0.0029658236802910442,0.0003261747614925369,0.001444085413059701,-0.05657105859535839,0.026638804834141393,-1.243867006764483,1000.8561564925374,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-89.0,-100.0,-100.0,-71.0,-76.0,-90.0,-100.0,-69.0,-71.0,-100.0,-100.0,-54.0,-100.0,-72.0,-73.0,-72.0,-47.0,-47.0,-63.0,-100.0,-83.0,-90.0,-100.0,-100.0,-70.0,-76.0,-90.0,-100.0,-71.0,-100.0,-100.0,-57.0,-100.0,-71.0,-72.0,-72.0,-45.0,-47.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-62.0,-100.0,-62.0,-62.0,-69.0,-74.0,-100.0,-76.0,-77.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-75.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-69.0,-68.0,-100.0,-57.0,-84.0,-84.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-78.0,-100.0,-100.0,-87.0,-84.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150700,54.0,24.0,33.511144541984734,7.991908259541986,-22.38091579389313,-0.22127851365648854,0.47359121218320605,9.966488702290077,0.0020361445995954195,-0.0042267444172519085,0.0033466275782442745,-0.04751321469355399,0.022192789277218176,-1.3013135576976165,1000.8508358015266,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-67.0,-77.0,-100.0,-100.0,-62.0,-68.0,-84.0,-100.0,-58.0,-70.0,-76.0,-73.0,-74.0,-43.0,-53.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-77.0,-100.0,-100.0,-68.0,-84.0,-100.0,-57.0,-77.0,-76.0,-73.0,-74.0,-42.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-71.0,-63.0,-61.0,-75.0,-100.0,-66.0,-68.0,-75.0,-83.0,-100.0,-69.0,-100.0,-100.0,-69.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-67.0,-62.0,-100.0,-61.0,-81.0,-81.0,-100.0,-100.0,-100.0,-100.0,-89.0,-90.0,-84.0,-80.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-89.0,-69.0,-71.0,-71.0,-89.0,-100.0,-80.0,-100.0,-100.0,-92.0,-89.0,-86.0,-87.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150711,55.0,24.0,33.1649994765625,4.89421867265625,-21.49359346875,-0.2849935224890625,0.45072223325,9.979000753906249,-0.0015801940711406251,-0.002144709506875,0.003753919671093749,-0.04516512544796565,0.028500886025994942,-1.39034091681242,1000.8385565625,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-83.0,-100.0,-100.0,-100.0,-71.0,-77.0,-100.0,-100.0,-65.0,-70.0,-91.0,-100.0,-61.0,-74.0,-73.0,-100.0,-72.0,-40.0,-49.0,-59.0,-100.0,-84.0,-100.0,-100.0,-100.0,-71.0,-76.0,-100.0,-100.0,-70.0,-100.0,-100.0,-62.0,-75.0,-73.0,-100.0,-72.0,-42.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-71.0,-55.0,-65.0,-100.0,-100.0,-74.0,-69.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-68.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-65.0,-100.0,-100.0,-62.0,-80.0,-80.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-76.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-86.0,-67.0,-100.0,-83.0,-100.0,-82.0,-77.0,-100.0,-100.0,-87.0,-100.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
